         n	         T	      2T/T	 Log(2T/T)	
      5000	    0.0570	    2.7544	    1.4617
     10000	    0.1570	    1.9745	    0.9815
     20000	    0.3100	    5.2129	    2.3821
     40000	    1.6160	    3.2067	    1.6811
     80000	    5.1820	    3.5411	    1.8242
    160000	   18.3500	    1.1969	    0.2593
    320000	   21.9630	    3.5196	    1.8154
    640000	   77.3020	    3.7260	    1.8976
   2560000	 1211.2130	    0.0000	    0.0000
